CVE-2021-40529
CVE-2021-24115
CVE-2018-9860
CVE-2018-20187
CVE-2018-12435
CVE-2018-9127
CVE-2017-14737
CVE-2017-2801
CVE-2016-2195
CVE-2016-2194
CVE-2016-2849
CVE-2016-2850
CVE-2016-6879
CVE-2016-6878
CVE-2016-9132
CVE-2016-8871
CVE-2016-2196
CVE-2015-7824
CVE-2015-7825
CVE-2015-7826
CVE-2015-7827
CVE-2015-5726
CVE-2015-5727
CVE-2014-9742
