CVE-2021-33560
CVE-2021-40528
CVE-2021-3345
CVE-2019-12904
CVE-2018-0495
CVE-2018-6829
CVE-2017-7526
CVE-2017-9526
CVE-2017-0379
CVE-2016-6313
CVE-2015-0837
CVE-2015-7511
CVE-2014-3591
CVE-2014-5270
CVE-2013-4242
