CVE-2021-45451
CVE-2021-45450
CVE-2021-44732
CVE-2021-24119
CVE-2020-36478
CVE-2020-36477
CVE-2020-36476
CVE-2020-36475
CVE-2020-36426
CVE-2020-36425
CVE-2020-36424
CVE-2020-36423
CVE-2020-36422
CVE-2020-36421
CVE-2020-16150
CVE-2020-10941
CVE-2020-10932
CVE-2019-18222
CVE-2019-16910
CVE-2018-1000520
CVE-2018-19608
CVE-2018-9989
CVE-2018-9988
CVE-2018-0498
CVE-2018-0497
CVE-2018-0488
CVE-2018-0487
CVE-2017-18187
CVE-2017-14032
CVE-2017-2784
CVE-2015-8036
CVE-2015-5291
CVE-2015-1182
CVE-2014-9744
CVE-2014-8628
CVE-2014-8627
CVE-2014-4911
CVE-2013-5915
CVE-2013-5914
CVE-2013-4623
CVE-2013-1621
CVE-2013-0169
CVE-2012-2130
CVE-2011-4574
CVE-2011-1923
